Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,"['Sally Socolich', 'Chronicle Books']",1995-09,,0811811433,9780811811439,388.0,['Outlet stores'],NOT_MATURE,en,0811811433
,,,,,,,,,,0134681339
,['Mardy Grothe'],2004-03-02,"ox-y-mor-on-i-ca (OK-se-mor-ON-uh-ca) noun, plural: Any variety of tantalizing, self-contradictory statements or observations that on the surface appear false or illogical, but at a deeper level are true, often profoundly true. See also oxymoron, paradox. examples: ""Melancholy is the pleasure of being sad."" Victor Hugo ""To lead the people, walk behind them."" Lao-tzu ""You'd be surprised how much it costs to look this cheap."" Dolly Parton You won't find the word ""oxymoronica"" in any dictionary (at least not yet) because Dr. Mardy Grothe introduces it to readers in this delightful collection of 1,400 of the most provocative quotations of all time. From ancient thinkers like Confucius, Aristotle, and Saint Augustine to great writers like Shakespeare, Oscar Wilde, and G. B. Shaw to modern social observers like Woody Allen and Lily Tomlin, Oxymoronica celebrates the power and beauty of paradoxical thinking. All areas of human activity are explored, including love, sex and romance, politics, the arts, the literary life, and, of course, marriage and family life. The wise and witty observations in this book are as highly entertaining as they are intellectually nourishing and are sure to grab the attention of language lovers everywhere.",0060536993,9780060536992,256.0,['Language Arts & Disciplines'],NOT_MATURE,en,0060536993
,,,,,,,,,,0865531595
,['Mary Oliver'],1999,"A winner of both the National Book Award and Pulitzer Prize presents a lyrical, intensely personal collection of essays and poetry that covers such topics as turtle eggs, her favorite poets, housebuilding, the flight of swans, and her own remarkable literary endeavors. 15,000 first printing.",0395850878,9780395850879,132.0,['Poetry'],NOT_MATURE,en,0395850878
,['William J. Knaus'],1997-12-23,"Dr. William J. Knaus's awareness/action approach has helped thousands of people overcome the adverse effects of procrastination. Now, this completely revised and updated edition of his classic bestseller can help you identify the root causes of your particular problem and develop a workable action plan to regain control of your life. Based on the latest research, Do It Now! includes: * The Procrastination Inventory--a self-test to help you identify personal behavior patterns * The six classic procrastination styles and how to overcome them * Dozens of helpful exercises and strategies--plus special Do It Now! tips ""Don't procrastinate on reading this book and using its methods!"" --Albert Ellis, Ph.D., President Albert Ellis Institute for Rational Emotive Behavior Therapy ""This compelling book goes beyond procrastination and addresses a general style of life that points the way to less stress, more satisfaction, and greater achievement."" --Arnold A. Lazarus, Ph.D., ABPP Distinguished Professor Emeritus, Rutgers University Coauthor, The 60-Second Shrink ""Better than the excellent original. Must reading for all professionals and laypersons interested in the procrastination habit.""-- Richard C. Springthall, Ph.D. Director of Graduate Studies, American International College Coauthor, Educational Psychology. ""By following Dr. Knaus's simple, elegant, and tested ideas, you'll get more of the rewards of life and create a more productive, powerful you."" --Joseph Gerstein, Ph.D., FACP Harvard Medical School",0471173991,9780471173991,256.0,['Self-Help'],NOT_MATURE,en,0471173991
,['Louise Gluck'],1992-06-01,"A ruthlessly probing family portrait in verse, Gluck's sixth poetry collection confronts, with devastating irony, her father's hollow life and her mother's inability to express emotion. This might seem like a daughter's belated rebellion, except that these fierce, rock-strong, deeply felt lyrics are steeled by love and understanding.",088001248X,9780880012485,72.0,['Poetry'],NOT_MATURE,en,088001248X
,,,,,,,,,,0060961473
,,,,,,,,,,2264034866
,['Russell Kick'],2004,"In this resource that delves into unusual and offbeat subjects in politics, business, and science, facts and references are provided on lists that cover such topics as scenes that were cut from movies and members of the Skull & Bones secret society at Yale.",0972952942,9780972952941,319.0,['History'],NOT_MATURE,en,0972952942
,['John Steinbeck'],1972,"- Le soleil va bientôt se coucher. A la nuit, ceux de la ville vont peut-être laisser passer nos hommes, mais nous, ils nous arrêteront. Ils veulent notre peau. Alors, je veux que tu t'en ailles, dès que la nuit tombera, et que tu retournes en ville. - Pourquoi ? Mac le regarda de côté, puis fixa de nouveau son regard sur le sol. - Quand je t'ai amené ici, dit-il, je croyais que j'étais très fort, et je suis persuadé maintenant que tu en vaux dix comme moi, Jim. S'il m'arrive quelque chose, on trouvera facilement vingt types qui pourront me remplacer. Mais toi, tu as du génie pour ce genre de travail. Le parti ne peut pas te sacrifier ainsi ; pour une petite grève de rien du tout. Ce ne serait pas raisonnable.",2070362280,9782070362288,352.0,['Fiction'],NOT_MATURE,fr,2070362280
,['Bruce Springsteen'],2001-01-01,"Commemorating Bruce Springsteen's twenty-five years as a recording artist, here is a panoramic view of his career in a form never seen before. This is the complete collection of Bruce Springsteen's recorded lyrics, illustrated with hundreds of never-before-published images from some of rock & roll journalism's greatest photographers, including Annie Leibovitz, David Gahr, Lynn Goldsmith, Bruce Weber, and many others. From Jim Marchese's informal backstage shots during the European leg of the 1980 The River tour to Neal Preston's amazing documentation of the Born in the U.S.A. days to Pam Springsteen's portraits showing a side of the musician rarely seen by the public, this is the most intimate look at Bruce Springsteen ever published. The photos and lyrics are accompanied by original commentary by Springsteen, in which he reflects on the songs, the performances, and the quarter-century career that for many defines the American dream. In words and in pictures, here is the one book no Bruce Springsteen fan can afford to be without.",0380976196,9780380976195,320.0,['Music'],NOT_MATURE,en,0380976196
,['Xavier Pommereau'],1997,"Souffrances du corps, troubles alimentaires, comportements violents, accès d'angoisse, isolement, mutisme ou dépression quand l'adolescent va mal, il le dit avec des mots, des silences, des actes qui sont autant de signes destinés à ses parents. Jusqu'à parfois tout risquer, jusqu'à flirter avec la mort pour enfin exister. Tous les adolescents ne sombrent pas dans la fugue, la drogue, le suicide. Mais ils sont de plus en plus nombreux, garçons et filles, à s'abandonner au mal-être permanent. Leurs parents, qui assistent, impuissants, à ces lents naufrages, le savent. Comment réapprendre à écouter, à comprendre, à aimer son enfant ? Cet ouvrage fait le point sur l'adolescence et ses difficultés. A des questions précises, il apporte des réponses claires. Il explore ces troubles, leurs origines et leurs points communs. Il permet surtout d'analyser les réactions parentales aux états de crise et propose de nouveaux modèles de relation. Communication, confiance, prise de distance, remise en question : ce sont bien l'adolescent et sa famille qu'il s'agit d'aider, ensemble, à sortir de l'impasse. Une approche pédagogique, au service de tous, pour que tous aillent mieux...",2709617617,9782709617611,238.0,['Adolescent psychology'],NOT_MATURE,fr,2709617617
,['Ignacio Ramonet'],1999,"Le rythme précipité et la profondeur des transformations de tous ordres, en cette fin de millénaire, stupéfient. La mondialisation de l'économie bouleverse tout, stimulée par l'accélération des technologies de l'information. Le marché et la communication s'imposent comme modèles généraux ayant vocation à transformer toutes les activités humaines. Etats-nations, gouvernements, partis et syndicats perdent leurs repères traditionnels. Les responsables politiques donnent l'impression de ne pas être à la hauteur, de ne point comprendre qu'ils vivent un radical changement d'ère. Les Etats-Unis, superpuissance unique, doivent désormais compter sur la rivalité des deux autres pôles : l'Europe et l'Asie-Pacifique. Mais ce triptyque triomphant est à son tour défié par les pays émergents, et par le déferlement des haines ethniques, nationalistes et religieuses qui explosent partout. Il doit également faire face à l'effondrement du Sud où vit 80 % de la population du globe. Dans un monde interdépendant, la protection de l'environnement relève également de la haute politique. Quelles réponses globales à des questions cruciales sur la démographie, la techno-science, l'effet de serre, le sous-développement, le système de sécurité ? A quoi ressemble le nouveau paysage planétaire ? Quels Etats, quelles forces, quels nouveaux paradigmes émergent dans ce contexte ? Quel est le système de pensée dominant ? Quelles nouvelles clés pour comprendre la formidable mutation actuelle ? L'envergure des défis ne doit pas nous faire douter du futur.",2070411133,9782070411139,267.0,['Fiction'],NOT_MATURE,fr,2070411133
,['Ignacio Ramonet'],2000,"Face à la puissance des communications de masse, la question n'est plus : sommes-nous manipulés ? Car la réponse, chacun le sait, est affirmative. Il s'agit désormais de savoir comment nous sommes, mentalement, influencés, contrôlés, conditionnés. Publié en 1980 sous le titre ¤¤Le chewing-gum des yeux¤¤, cet ouvrage est revu par l'auteur qui augmente chaque chapitre d'une réflexion actuelle.",STANFORD:36105110502569,,220.0,['Advertising'],NOT_MATURE,fr,2718605359
,['Dorothy Allison'],2002-09-24,"Trash, Allison's landmark collection, laid the groundwork for her critically acclaimed Bastard Out of Carolina, the National Book Award finalist that was hailed by The New York Times Book Review as ""simply stunning...a wonderful work of fiction by a major talent."" In addition to Allison's classic stories, this new edition of Trash features ""Stubborn Girls and Mean Stories,"" an introduction in which Allison discusses the writing of Trash and ""Compassion,"" a never-before-published short story. First published in 1988, the award-winning Trash showcases Allison at her most fearlessly honest and startlingly vivid. The limitless scope of human emotion and experience are depicted in stories that give aching and eloquent voice to the terrible wounds we inflict on those closest to us. These are tales of loss and redemption; of shame and forgiveness; of love and abuse and the healing power of storytelling. A book that resonates with uncompromising candor and incandescence, Trash is sure to captivate Allison's legion of readers and win her a devoted new following.",9780452283510,0452283515,0.0,['Fiction'],MATURE,en,0452283515
,['Robert Badinter'],2000,"Ce livre est le récit d'une longue lutte contre la peine de mort. Il commence au jour de l'exécution de Claude Buffet et de Roger Bontems, le 24 novembre 1972, et s'achève avec le vote de l'abolition, le 30 septembre 1981. Depuis lors, l'abolition s'est étendue à la majorité des Etats dans le monde. Elle est désormais la loi de l'Europe entière. Elle marque un progrès irréversible de l'humanité sur ses peurs, ses angoisses, sa violence. A considérer cependant les exécutions pratiquées aux Etats-Unis, en Chine, en Iran et dans de nombreux autres pays, le combat contre la peine de mort est loin d'être achevé. Puisse l'évocation de ce qui advint en France servir la grande cause de l'abolition universelle. R.B.",2213607060,9782213607061,326.0,['Capital punishment'],NOT_MATURE,fr,2213607060
,['Mark Leyner'],1998-09-01,"From his cult classic, I Smell Esther Williams, to his wildly popular and insightful column ""Wild Kingdom"" appearing in Esquire magazine every month, Mark Leyner has been giving us up close and personal encounters of the most hilarious kind for over a decade. Now, in his new novel The Tetherballs of Bougainville, Leyner shares with us, long last, the quintessential coming of age story that every writer, at some point, is compelled to tell. In the novel we meet young Mark Leyner, 13-years-old to be exact, as he waits in a New Jersey prison to witness his father's execution. Adolescence is never easy, and it just so happens that this junior high schooler is on deadline to turn in a screenplay for which he has already been awarded the Vincent and Lenore DiGiacomo/Oshimitsu Polymers America Award. And, as it was for all of us during out teenage years, nothing seems to go as planned. Written as autobiography, screenplay and movie review, The Tetherballs of Bougainville twists three familiar narrative forms into an outlandishly compelling story. Leyner's use of the media-driven formats brilliantly reflects our secret, shameful and hilarious desire to experience our private lives as mass entertainment. The Tetherballs of Bougainville skewers and celebrates American pop culture in the late twentieth century. Leyner's version of our lives is so deeply funny because it is so painfully true.",9780679763499,067976349X,241.0,['Fiction'],NOT_MATURE,en,067976349X
,,,,,,,,,,2228890286
,,,,,,,,,,2266104241
,['Noam Chomsky'],2002,"Esta coleccion recoge todas aquellas obras escritas con la voluntad de superar los estrechos limites de la especializacion y del enfoque unilateral para ofrecer, desde una reflexion general e interdisciplinar, respuestas a los grandes desafios intelectuales de nuestro tiempo. La distinguen los nombres de John K. Galbraith, Noam Chomsky, Paul Krugman, Marvin Harris, Edward Luttwak, Amelia Valcarcel o Manuel Vazquez Montalban. Otro brillante analisis de Chomsky para explicarnos como el principio de soberania puede ser descuidado en aras de la defensa de los derechos humanos.",8484323226,9788484323228,167.0,,NOT_MATURE,es,8484323226
,['Chris Kuzneski'],2002,"One by one, in cities across America, people of all ages are taken from their homes, their cars, their lives. But these arent random kidnappings. Theyre crimes of passion, planned and researched several months in advance, then executed with a singular objective in mind. Revenge.",0971574308,9780971574304,432.0,['Fiction'],NOT_MATURE,en,0971574308
,['Nancy Atherton'],1999-03-01,"While Lori Shepherd struggles to raise her twins, a visiting archaeologist is stirring up old ghosts around town, including a real one, Aunt Dimity, who intervenes to prevent a civil war in the town. Reprint. 25,000 first printing. Tour. K.",014027569X,9780140275698,275.0,['Fiction'],NOT_MATURE,en,014027569x
,,,,,,,,,,8481301590
,,,,,,,,,,9681903285
,['James Brown'],2003-09-01,"The author of Lucky Town and Hot Wire recounts the story of his life, during which he struggled as a Hollywood writer, experienced personal failure and heartbreak, and worked to overcome problems related to alcohol and drug abuse as well as the suicides of two siblings. 25,000 first printing.",0060521511,9780060521516,220.0,['Biography & Autobiography'],NOT_MATURE,en,0060521511
,['Roger Tory Peterson Institute'],1990,"Featuring the unique Peterson Identification System, a guide to more than 1,000 birds from 700 species, including summer and winter ranges, breeding grounds, and other special range data on easy-to-read maps.",061813218X,9780618132188,450.0,['Nature'],NOT_MATURE,en,061813218X
,"['Upton Sinclair', 'Kathleen De Grave']",2003,"The horrifying conditions of the Chicago stockyards are revealed through this narrative of a young immigrant's struggles in America, including five chapters omitted from the original edition.",1884365302,9781884365300,335.0,['Fiction'],NOT_MATURE,en,1884365302
,['James Waddington'],1998,"Spanish detective Gabriela Gomelez investigates dead cyclists whose brains have been removed. Suspected is a doctor who is dispensing a performance-enhancing drug, and the purpose of brain removal would be to hide one of the drug's side effects, insanity.",UOM:39015043789240,,194.0,['Fiction'],NOT_MATURE,en,1873982682
,['Ernesto Ekaizer'],2003,"Este libro, que se basa en más de mil entrevistas y la consulta de millares de papeles secretos recientemente desclasificados, es un relato sobre el hombre que sigue ganándose a pulso un lugar en la historia universal de la infamia.",STANFORD:36105113486711,,1036.0,['Biografier'],NOT_MATURE,es,8403092148
,,2004-04-01,"Falling into that irresistible category of things we probably don't want to know, here is an up-close, personal look at insects as you've never seen them before. Striking a balance between the bizarre and the beautiful, Buzz features eye-popping and considerably larger-than-life electron microscope photographs that take us deep into the world of the buzzing, hopping, and crawling critters who live among us -- from the ants and wasps we thought we knew to dozens of other teeny-tiny creatures that teem beneath our notice. A lively and accessible text by Discover editor Josie Glausiusz explores the fascinating interactions of insects in a man-made world, and profiles of each insect introduce the workaday bugs that pollinate our crops, dispose of our trash, help solve crimes, and get stuck to the windshield. Readers be warned: You'll never look at your food, or your pillow, quite the same way again.",0811837890,9780811837897,144.0,['Nature'],NOT_MATURE,en,0811837890
,['Noam Chomsky'],1992-04-06,"In this highly praised and widely debated book, America's leading dissident intellectual offers a revelatory portrait of the American empire and the danger it poses for democracy, both at home and abroad. Chomsky details the major shift in global politics and economic potency and reveals the potentially catastrophic consequences of this new imbalance.",9780374523497,0374523495,466.0,['Political Science'],NOT_MATURE,en,0374523495
,"[""Stewart O'Nan""]",2003,A tragic car accident that kills three teens while leaving one hospitalized with brain damage and another suffering with guilt yields more pain one year later when the spirits of the three dead kids return to torment the survivors.,0374222150,9780374222154,229.0,['Fiction'],NOT_MATURE,en,0374222150
,['Ralph Nader'],2002-10-14,"Ralph Nader is one of America's most passionate and effective social critics. He has been called a muckraker, a consumer crusader, and America's public defender. The cars we drive, the food we eat, the water we drink-their safety has been enhanced largely due to Ralph Nader. His inspiration and example have rallied consumer advocates, citizen activists, public interest lawyers, and government officials into action, and in the 2000 election, nearly three million people voted for him. An inspiring and defiant memoir, Crashing the Party takes us inside Nader's campaign and explains what it took to fight the two-party juggernaut; why Bush and Gore were really afraid to let him in on their debates; why progressive Democrats have been left behind and ignored by their party; how Democrat and Republican interests have been lost to corporate bankrolling; and what needs to happen in the future for people to take back their political system.",0312302584,9780312302580,400.0,['Political Science'],NOT_MATURE,en,0312302584
,['Bob Cooper'],1998,Provides descriptions and maps of thirty-five of the Bay Area's best running routes and ten of its major races,0880117036,9780880117036,164.0,['Sports & Recreation'],NOT_MATURE,en,0880117036
,['Sara Gran'],2003,"Her marriage to Ed is challenged by odd noises, petty squabbles, and the onset of blackouts with no medical source, Amanda accidentally recieves a book on possession, the arrival of which coincides with increasingly bizarre events.",STANFORD:36105114446011,,184.0,['Fiction'],NOT_MATURE,en,1569473285
,['Peg Jordan'],1999,"A trend-setting new approach to fitness discusses how to develop the ""fitness instinct,"" an innate ability that, once recognized, can lead to health and vitality, showing how to develop a unique personal plan that suits one's own personality. 30,000 first printing. Tour.",1579540058,9781579540050,262.0,['Health & Fitness'],NOT_MATURE,en,1579540058
,['Victoria Lancelotta'],2003-08-14,"Reluctant to take on the traditional female roles of marriage and motherhood, thirtysomething Martha escapes from her Baltimore home and family to take a new job in the small-town South, only to discover that she has alienated herself from her Italian-American family and community. A first novel. 20,000 first printing.",UOM:39015059970650,,232.0,['Fiction'],MATURE,en,1582431140
,['William K. Tabb'],2002,"We know that globalization has sent labor from industrialized countries to the Third World, where workers are paid far less. But do we know the effect of the global market on education, the spread of AIDS, and the costs of basic medicines? In clear detail, Unequal Partners shows how the merger of corporate and governmental interests has sacrificed public health and the environment for profits. The book also provides a blueprint for resistance by describing “globalization from below”: the coalition of movements that has been increasingly effective in influencing corporate and governmental behavior worldwide. Unequal Partners is for anyone who wants to understand how to keep the escalating forces of globalization in check.",1565847229,9781565847224,273.0,['Business & Economics'],NOT_MATURE,en,1565847229
,['Charles Bensinger'],1998-08-01,"This far reaching novel is set sometime in the near future when governments have failed to address our rapidly deteriorating environment. A young reporter investigates groups of inspired individuals tackling the problem. In his effort to help resolve an ""eco-uprising"" from third-world activists, he must learn to think, act and live in harmony with the planet.",1879181533,9781879181533,304.0,"['Body, Mind & Spirit']",NOT_MATURE,en,1879181533
,['Nicole Hollander'],2000,"Exposing the true origin of the feline species and its plan to rule the world, ""Everything Here Is Mine"" mixes witty observations, unhelpful advice, and illustrations, all from nationally syndicated cartoonist Hollander.",1887166661,9781887166669,144.0,['Humor'],NOT_MATURE,en,1887166661
,['Kenn Harper'],1986,BIOGRAPHY OF MINIK AND THE STRUGGLE TO RECOVER BONES FROM THE AMERICAN MUSEUM OF NATIVE HISTORY.,STANFORD:36105040681186,,302.0,['Arctic regions'],NOT_MATURE,en,0920245781
,['Cathryn Michon'],2002-07-30,"Do you have what it takes to be a Grrl Genius? Of course you do! You are a smart, funny, beautiful Grrl Genius -- just because you say you are. In The Grrl Genius Guide to Life, stand-up comic and Grrl Genius Club founder Cathryn Michon explains why she is a genius and demonstrates how you can become one, too, by following her easy twelve-step program. The first step in the program is the most important: Admit that you are a Grrl Genius. Acknowledge that you are beautiful, intelligent, and talented and that you are the only person in the world who can decide just how great you are. In subsequent steps, you will learn to embrace the domestic arts, love your Grrl Genius good looks, celebrate your sexuality, appreciate your Grrl Genius mother, and pass the Grrl Genius message on to others! Filled with little-known facts about such unacknowledged Grrl Geniuses as Mozart's younger sister Nannerl and Einstein's wife Mileva, as well as hilarious, embarrassing stories from Michon's own life, The Grrl Genius Guide to Life is a must-read for Grrl Geniuses and Enlightened Males everywhere. Michon shares her most humiliating memories -- singing show tunes at her aunt's funeral, crying uncontrollably in an airplane bathroom and holding up the flight -- as well as her moments of triumph, like attending the birth of her niece (a future Grrl Genius) and getting liposuction that not a single human being noticed. This is an uproarious roller-coaster ride through the life of a self-declared Genius -- in which Michon writes about everything from doughnuts to divorce, from physics to push-up bras -- and a comic inspirational guide for those aspiring to Grrl Geniushood. Cathryn Michon is a genius -- just because she says she is. Read her book, and you will become one, too. As with any twelve-step program, becoming a Grrl Genius takes work. All your life you have been telling yourself that your butt is too big, your ideas are too small, and your love for creme-filled doughnuts is inherently evil. With the help of The Grrl Genius Guide to Life, you will learn to recognize your own brilliance, shamelessly proclaim it to the rest of the world, and eat all the Krispy Kreme doughnuts you want. In case you need inspiration, Michon has included numerous Grrl Genius slogans and Little Pink Post-it Notes; in case you get hungry, she has included her recipe for the best chocolate chip cookies in the world. So go on -- take the first step. Read the book that is guaranteed to change your life forever (or at the very least to make you laugh yourself silly) -- and declare your Genius to yourself and the world!",9780060956820,0060956828,274.0,['Humor'],NOT_MATURE,en,0060956828
,"[""READER'S DIGEST.""]",1993,"Offers information on basic gardening techinques, including types of soil, fertilizers, choosing hedges, planting bulbs, sowing seeds, and propagation and plant care",0895775395,9780895775399,180.0,['Gardening'],NOT_MATURE,en,0895775395
,,,,,,,,,,0048231185
,['James White'],2000-03-12,"When he lands among the warring clans of the Irish hills, the Taelon scientist Ma'el is immediately cast into mortal danger...until he meets a young Celtic warrior who will lay down his life for the mysterious this stranger, and a druid priestess with uncanny insight. Together with the alien, they set out on an incredible journey, around the planet and to a destiny greater than the humans can possibly imagine. For Ma'el has come to judge Earth, and their travels will have consequences far into the future--consequences that will change both humanity and the Taelon race forever . . .",031287409X,9780312874094,320.0,['Fiction'],NOT_MATURE,en,031287409X
,['Vivien Alcock'],1995-02,"When he and his companions flee their island home after the king's court is turned to stone, Phaidon begins to believe in the gods and monsters that his uncle has always scorned.",0440410037,9780440410034,199.0,['Adventure and adventurers'],NOT_MATURE,en,0440410037
,['Kim Chernin'],1987,"Influenced by her grandmother, a young woman named Rae grows up as a member of an ancient goddess-worshipping sect and is chosen to carry their most secret beliefs into a world of family and social rivalry",0060971134,9780060971137,292.0,['Fiction'],NOT_MATURE,en,0060971134
,,,,,,,,,,0871132079
,['Ann L. McLaughlin'],1991,,0936784903,9780936784908,194.0,['Fiction'],NOT_MATURE,en,0936784903
,['James Gray'],1984-04-01,,0814476112,9780814476116,184.0,,NOT_MATURE,en,0814476112
,['William Kotzwinkle'],1997-08-01,"As the grant-supported, knowledgeable survivor of the most refined scientific experiments, Doctor Rat, Ph.D., dedicates himself to defending mankind against the worldwide rebellions, uprisings, and insurgencies of his fellow animals.",1569247145,9781569247143,243.0,['Fiction'],NOT_MATURE,en,1569247145
,,,,,,,,NOT_MATURE,en,1566913764
,['Richard Metzger'],2002,"Collects interviews given on the British television series ""Disinformation"" by people including Robert Anton Wilson, Grant Morrison, Joe Coleman, Douglas Rushkoff, Peter Russell, and Genesis P-Orridge.",0971394210,9780971394216,180.0,['Education'],NOT_MATURE,en,0971394210
,['James L. Adams'],1993,"From Teflon to Velcro, from bandwidths to base pairs, the artifacts of engineering and technology reflect the broad scope--and frustrating limitations--of our imagination. Best-selling author James Adams takes readers on an enlightening tour of this exciting world, demystifying such endeavors as design, research, and manufacturing.",0674306899,9780674306899,274.0,['Science'],NOT_MATURE,en,0674306899
,['William Ophuls'],1977,"Based on the author's thesis, Yale, 1973. Includes index. Bibliography: p. [249]-284.",0716704811,9780716704812,303.0,['Environmental policy'],NOT_MATURE,en,0716704811
,['Alix Kates Shulman'],1987,"As strains appear in her marriage and her two children grow up, Rosemary Streeter reexamines her attitudes towards love and fulfillment",0394557247,9780394557243,307.0,['Fiction'],NOT_MATURE,en,0394557247
,"['John Ruskin', 'John D. Rosenberg']",1997,This volume powerfully demonstrates the range and inexhaustible vitality of Ruskin's prose and will once again become an indispensable reference for Victorianists from a range of disciplines.,0813917891,9780813917894,572.0,['Literary Criticism'],NOT_MATURE,en,0813917891
,['Doug Lansky'],2003,"Planning a trip around the world? The Rough Guide to First-Time Around the World is loaded with the very latest travel information, from visas and insurance to vaccinations and round-the-world tickets. This guidebook will help you design the best possible trip, with tips on using your phone abroad and guidance on which websites, apps, and travel agencies to use to get the best deals and advice. You'll find insightful information on what to pack and which festivals not to miss, how to stay safe and -- perhaps most important -- how to get under the skin of a place and meet the locals in a natural way. In addition to an inspirational, full-color ""Things Not to Miss"" section, The Rough Guide to First-Time Around the World includes regional profiles and maps to help you plan your route and plenty of practical advice to help you save money. This guide has everything you need to make your trip as enriching and memorable as it should be. Make the most of your time with The Rough Guide to First-Time Around the World. Series Overview: For more than thirty years, adventurous travelers have turned to Rough Guides for up-to-date and intuitive information from expert authors. With opinionated and lively writing, honest reviews, and a strong cultural background, Rough Guides travel books bring more than 200 destinations to life. Visit RoughGuides.com to learn more.",1843530570,9781843530572,356.0,['Travel'],NOT_MATURE,en,1843530570
,,,,,,,,,,0440158168
,['Alfred Hitchcock'],1976,,0848805305,9780848805302,,['Fiction'],NOT_MATURE,en,0848805305
,['Charles Dickens'],1993-02-23,"Lucie Manette had been separated from her father for eighteen years while he languished in Paris’s most feared prison, the Bastille. Finally reunited, the Manettes’s fortunes become inextricably intertwined with those of two men, the heroic aristocrat Darnay, and the dissolute lawyer, Carton. Their story, which encompasses violence, revenge, love and redemption, is grippingly played out against the backdrop of the terrifying brutality of the French Revolution. A Tale of Two Cities begins on a muddy English road in an atmosphere charged with mystery and drama, and it ends in the Paris of the French Revolution with one of the most famous acts of self-sacrifice in literature. In between lies one of Charles Dickens’s most exciting books– a historical novel that, generation after generation, has given readers access to the profound human dramas that lie behind cataclysmic social and political events. Famous for the character of Sydney Carton, who sacrifices himself upon the guillotine–“It is a far, far better thing that I do, than I have ever done”–the novel is also a powerful study of crowd psychology and the dark emotions aroused by the Revolution, and is illuminated by Dickens’s lively comedy. This edition reprints the original Everyman introduction by G. K. Chesterton and includes sixteen illustrations by Phiz.",9780679420736,0679420738,0.0,['Fiction'],NOT_MATURE,en,0679420738
,,,,,,,,,,0553249967
,['Daniel Handler'],1999,"A satire of teenage life follows cynical soon-to-graduate Flannery Culp on a raucous journey through high school in the 1990s, covering SATs, college applications, friends, boyfriends, tabloid journalism, and TV talk shows. A first novel.",0312198337,9780312198336,329.0,['Fiction'],NOT_MATURE,en,0312198337
,['Dawn Powell'],1999,"Life in the small town of Lamptown, Ohio, is seen through the eyes of Morry, who dreams of becoming an architect, and Jen, a fourteen-year-old orphan who dreams of escape",UCSC:32106014219650,,260.0,['Fiction'],NOT_MATURE,en,188364271X
,['Alexs D. Pate'],2002-08-20,"Set in the early 1960s, West of Rehoboth is the moving story of twelve-year-old Edward Massey. Each summer, to escape the heat of Philadelphia, Edward's family moves to Rehoboth Beach, Delaware. The ""coloreds only"" side of a pristine resort on Rehoboth Beach offers work for his mother and a sandy playground for his sister. But for Edward -- an imaginative, inquisitive boy -- it offers the chance to understand his reclusive, curmudgeonly Uncle Rufus, a man caught in a swirl of hard luck and bad choices. Forging a tenuous bond, their relationship will take Edward on a harrowing journey through Rufus's past, facing the violence, disappointment, and frustration that shaped his destiny. Award-winning author Alexs Pate tells a mesmerizing story -- of family, of coming of age, of reconciliation -- revealing the extraordinary compassion and healing power of one unforgettable boy.",038080042X,9780380800421,260.0,['Fiction'],NOT_MATURE,en,038080042X
,['Franz Kafka'],1988,Portrays a dreamlike world in which parables are even more obscure than the novels.,IND:39000004342338,,516.0,"['KAFKA, FRANZ, 1883-1924']",NOT_MATURE,en,0805208739
,,,,,,,,,,0446672785
,,,,,,,,NOT_MATURE,en,1885228287
,,,,,,,,,,0399517898
,['Eoin McNamee'],1995,"To journalister kommer på sporet af den psykopatiske leder af en protestantisk dødspatrulje, som i det voldshærgede Belfast i 1970'erne står bag en række sadistiske mord på tilfældige katolikker",0330332759,9780330332750,233.0,,NOT_MATURE,en,0330332759
,,,,,,,,,,0207188033
,['Ardeth Greene Kapp'],1990-03-01,,0875799582,9780875799582,206.0,['Religion'],NOT_MATURE,en,0875799582
,['Mary C. Crowley'],1985,"Shares meditations on self-confidence, commitment, motherhood, love, peace, mercy, sacrifice, sorrow, and determination",0849904994,9780849904998,184.0,['Religion'],NOT_MATURE,en,0849904994
,"['Nicholas Tucker', 'Julia Eccleshare']",2003,"The Rough Guide to Books For Teenagersis a source of inspiration for anyone aged eleven and up. The guide reviews more than 200 great reads, concentrating on fiction, but including graphic novels and narrative non-fiction, and ranging from classics such as Wuthering Heightsto recent bestsellers like The Beachand White Teeth. Designed as a resource for teenagers who love reading, the Rough Guideis also ideal for parents and friends looking for the right book at the right time.",1843531380,9781843531388,308.0,['Reference'],NOT_MATURE,en,1843531380
,"['Anne Gray', 'Ann Galbally', 'National Gallery of Australia']",2004,"This catalogue accompanies the exhibition opening at the National Gallery of Australia in March 2004 that aims to reassess the art of the Edwardian period, focusing in particular on the art of Australia. Among Australia's most loved artists are those who went to Europe at the turn of the 19th century to study and live. Many of them stayed abroad for two decades and, like Australian film stars of today, became absorbed onto the world stage. This book places the work of these artists in the context of the British, Irish and American artists with whom they exhibited and associated, and demonstrates their parallel concerns in painterly approach and subject. Opening with paintings by Whistler, which were so influential on the artists of this period, the exhibition focuses on figurative paintings by select British, Irish, American and Australian artists from 1900 to 1914. It also includes George Lambert's King Edward VII (1910), completed shortly before Edward's death and now held in the Commonwealth of Australia Collection. In total the exhibition comprises approximately 140 paintings, sculptures, costumes and fan designs drawn from national and international collections.",UOM:39015060092056,,268.0,['Art'],NOT_MATURE,en,0642541493
