Unnamed: 0,authors,published_date,description,isbn_10,isbn_13,page_count,categories,maturity_rating,language,join_isbn_10
,['Diane Hoh'],1995-01-01,"Finding herself locked in a soundproof room by a madman, coed Tanner tries every means of freeing herself, causing her terrifying captor to lock her in a coffin-shaped box that offers a slim chance for escape--or eternal imprisonment. Original.",0590202979,9780590202978.0,239.0,['Horror stories.'],NOT_MATURE,en,0590202979
,,,,,,,,,,8423919560
,['Maya Angelou'],1971,"Contains poems with the themes of racial confrontation, love, and nostalgic memory.",UOM:39015046335561,,48.0,['African Americans'],NOT_MATURE,en,0394471423
,,,,,,,,,,842391870X
,['Vernor Vinge'],1999-02-15,"After thousands of years searching, humans stand on the verge of first contact with an alien race. Two human groups: the Qeng Ho, a culture of free traders, and the Emergents, a ruthless society based on the technological enslavement of minds.The group that opens trade with the aliens will reap unimaginable riches. But first, both groups must wait at the aliens' very doorstep for their strange star to relight and for their planet to reawaken, as it does every two hundred and fifty years....Then, following terrible treachery, the Qeng Ho must fight for their freedom and for the lives of the unsuspecting innocents on the planet below, while the aliens themselves play a role unsuspected by the Qeng Ho and Emergents alike.More than just a great science fiction adventure, A Deepness in the Sky is a universal drama of courage, self-discovery, and the redemptive power of love. A Deepness in the Sky is a 1999 Nebula Award Nominee for Best Novel and the winner of the 2000 Hugo Award for Best Novel.",0312856830,9780312856830.0,608.0,['Fiction'],NOT_MATURE,en,0312856830
,"['Ramón del Valle-Inclán', 'Leda Schiavo']",1989,,WISC:89045943081,,190.0,['Spanish language materials'],NOT_MATURE,es,8423918610
,"['Jeffrey A. McNeely', 'Paul Spencer Wachtel', 'Paul Spencer Sochaczewski']",1988,"Anecdotes, facts, and observations on the role animals play in daily village life of Southeast Asia",UOM:39015013072874,,390.0,['Social Science'],NOT_MATURE,en,0385242255
,,,,,,,,,,8423918580
,"['Jessica Hodge', 'Salvador Dalí']",1994,"Introduces the life and work of the twentieth-century Spanish surrealist painter, Salvador Dali.",1566191807,9781566191807.0,127.0,['Painters'],NOT_MATURE,en,1566191807
,['Robert Payne'],1973,Pp. 458-472: The Final Solutions.,NWU:35556009650151,,668.0,['Germany'],NOT_MATURE,en,0224009273
,['David E. Smith'],1958-06,"A non-techinical chronological survey from Greece and the Orient to the late 19th century ... thousands of biographic notes, critical evaluations, contemporary opinions, illustrations covering over 1100 mathematicians!",UCSC:32106006296799,,618.0,['Mathematics'],NOT_MATURE,en,0486204294
,['Luis de León'],1988,,UOM:39015018595184,,196.0,['Literatura española - Poesía - Siglo XVI'],NOT_MATURE,es,8423918416
,['Thomas Pakenham'],1979,"Uses firsthand accounts to reconstruct Britain's last great imperial war which proved to be one of the costliest, deadliest, and most humiliating wars in British history",UOM:39015002593724,,718.0,['History'],NOT_MATURE,en,0394427424
,"['Ramón del Valle-Inclán', 'Gimferrer, Pere']",1988,,8423918378,9788423918379.0,186.0,['Poetry'],NOT_MATURE,es,8423918378
,['John Gross'],1994,"A collection of whimsical verses combines classic and contemporary works, featuring the writings of Chaucer, Shakespeare, Dickinson, and T. S. Eliot, and including limericks, song lyrics, and more. By the editor of The Oxford Book of Essays. UP.",UCSC:32106014588237,,558.0,['Humor'],NOT_MATURE,en,0192142070
,['Lewis Carroll'],1960-01-01,"""The editors have performed a task for addicts will be grateful. There is nothing for the faithful to do but to sit down and fall to the banquet."" ? The New York Times This is the largest collection of Lewis Carroll's verse ever compiled. It contains almost every poem that Carroll ever wrote. It includes every prose appearing in his books published during his life, privately printed poems, ephemera, poems from manuscripts found among his papers, and from ""The Rectory Magazine,"" Collingwood's ""Lewis Carroll Picture Book,"" ""Life and Letters of Lewis Carroll,"" and rare 19th century periodicals. This is the only place of publication for much of this verse. This volume contains 150 different poems, offering perhaps the finest whimsy ever written. There are parodies, burlesques, riddles, whimsies, ballads, songs (one with Carroll's own music), extravaganzas, acrostics, and other types, including several of his serious poems. Many poems are annotated to explain contemporary allusions, and this edition retains 130 original illustrations by Tenniel, Frost, Holiday, Furniss, and Carroll himself.",9780486206547,486206548.0,463.0,['Humor'],NOT_MATURE,en,0486206548
,['Pedro Calderón de la Barca'],1987,"Fully annotated book containing the complete work, an interesting introduction, a chronological table of important events & occurrences (relevant to the author and the book) pertinent essays & critiques concerning the book, as well as a complete bibliography.",8423918319,9788423918317.0,169.0,['Spanish drama'],NOT_MATURE,es,8423918319
,,,,,,,,,,0809304600
,['Martin Heidegger'],1991-03-01,"A landmark discussion between two great thinkers, vital to an understanding of twentieth-century philosophy and intellectual history.",0060638419,9780060638412.0,614.0,['Biography & Autobiography'],NOT_MATURE,en,0060638419
,,,,,,,,,,8423918203
,['Cassell'],1996,,0304349267,9780304349265.0,311.0,['Aphorisms and apothegms'],NOT_MATURE,en,0304349267
,['Steven Brust'],2002-12-20,"In a Dragaera decimated by Adron's Disaster, an experiment in wizardry gone horribly wrong, the descendants of Khaavren, Pel, Aerich, and Tazendra join forces with a surviving Phoenix heir to take on the enemies of their Empire.",0312864787,9780312864781.0,408.0,['Fiction'],NOT_MATURE,en,0312864787
,,,,,,,,,,9810035578
,,,,,,,,,,8423918068
,,,,,,,,,,0914457330
,,,,,,,,,,8439811616
,,,,,,,,,,8475072291
,['Michael Lassell'],1995,"Classic Gay Love Poems A beautifully produced gift book that captures the classic expression of love between men, ranging from the ancients (Catullus and Martial) through the Renaissance (Shakespeare and Michelangelo) to the moderns (W H Auden and Thom Gunn).",0312118635,9780312118631,87.0,['Poetry'],NOT_MATURE,en,0312118635
,['Robert Curran'],1988,"An account of one family's encounter with the paranormal details the ordeal of the Smurl family whose West Pittston, Pennsylvania, home has been infested by a mysterious demonic presence responsible for eerie phenomena and physical attacks on the family",0312014406,9780312014407,260.0,['Religion'],NOT_MATURE,en,0312014406
,['Ed Peters'],2003,"Readers who want their vacation to be more than a sightseeing trip put their trust in these titles because they know Insight Guides provide a complete and honest picture. Each of the 200 titles contains illuminating cultural and historical essays, incisive evaluations of the destination's attractions, hundreds of great pictures, and clearly drawn maps cross-referenced to the text.",9814120383,9789814120388,320.0,['Travel'],NOT_MATURE,en,9814120383
,,,,,,,,,,8471544261
,['Alex Keegan'],1995,"On the verge of beginning a new position as detective constable, Caz Flood stumbles onto a string of killings of gay men in her neighborhood, and while the police suspect a homosexual-hating serial killer, Flood supposes otherwise.",0312130430,9780312130435,410.0,['Fiction'],NOT_MATURE,en,0312130430
,['Ramón Otero Pedrayo'],1982,,UOM:39015001751281,,184.0,,NOT_MATURE,gl,8471544032
,,,,,,,,,,0060200898
,,,,,,,,,,8471544458
,,,,,,,,,,0451127390
,"['Lucien Stryk', 'Takashi Ikemoto']",1988-03-01,"This superb anthology, the largest and most comprehensive of its kind to appear in English, is the work of an American poet and a Japanese scholar.",0140585990,9780140585995,160.0,['Fiction'],NOT_MATURE,en,0140585990
,['Xosé Neira Vilas'],1979,,IND:30000021380831,,150.0,['Galician fiction'],NOT_MATURE,gl,8485134702
,['Xosé Neira Vilas'],1977,,UCAL:B3789720,,144.0,,NOT_MATURE,gl,8473392256
,['Suzanne Jill Levine'],2000,"A biography of the flamboyant and often persecuted author of Kiss of the Spider Woman traces the remarkable life and career of Manuel Puig, an Argentinian banned by the Peronists and shunned by the left for his multi-layered, often erotic novels.",0374281904,9780374281908,448.0,['Biography & Autobiography'],NOT_MATURE,en,0374281904
,['Ramón Otero Pedrayo'],1990,"Trátase dunha novela que se foi publicando dividida en tres volumes e que narra a historia dos Doncos e dos Puga, dúas familias que representan o pasado e o futuro do país. Aquí atópanse as principais correntes do XIX galego: a desfeita do tradicional mundo agrario debida ao fracaso da fidalguía rural e aos efectos da desamortización de bens eclesiásticos; a irrupción dunha nova economía capitalista e dunha concepción burguesa da vida; o nacemento das ideoloxías e os movementos galeguistas...",8471547244,9788471547248,368.0,['Galicia (Spain : Region)'],NOT_MATURE,gl,8471547244
,['Peter Rühe'],2001,The life of Mahatma Gandhi documented through previously unseen photographs.,9780714841038,071484103X,312.0,['Biography & Autobiography'],NOT_MATURE,en,071484103X
,['Joan I. Glazer'],2000,"This broad introduction to early childhood literature focuses on literacy analysis and on specific techniques and methods of effective literature-based education. Updates references of children's books that readers can use as examples of quality literature. Strengthens coverage of several areas including nonfiction, multicultural/international literature, and the use of literature in integrated teaching for the primary grades. For educators and school administrators.",UVA:X004393818,,348.0,['Education'],NOT_MATURE,en,0130109878
,['Xavier Alcalá'],1988,,8471545691,9788471545695,300.0,,NOT_MATURE,gl,8471545691
,['Erle Stanley Gardner'],1991,"Peter Kent's niece hires Perry Mason to help protect him from the attempts of his wife and business partner to take control of his assets, but when a bloody knife is found under Kent's pillow, he becomes a murder suspect",0345371461,9780345371461,230.0,['Fiction'],NOT_MATURE,en,0345371461
